,Seq1,Seq2,Seq3,Seq4,Seq5,Seq6,Seq7,Seq8,Seq9,Seq10,Seq11,Seq12,Seq13,Seq14,Seq15,Seq16,Seq17,Seq18,Seq19,Seq20,Seq21,Seq22,Seq23,Seq24,Seq25,Seq26,Seq27,Seq28,Seq29,Seq30,Seq31,Seq32,Seq33,Seq34,Seq35,Seq36,Seq37,Seq38,Seq39,Seq40,Seq41,Seq42,Seq43,Seq44,Seq45,Seq46,Seq47,Seq48,Seq49,Seq50,Seq51,Seq52,Seq53,Seq54,Seq55,Seq56,Seq57,Seq58,Seq59,Seq60,Seq61,Seq62,Seq63,Seq64,Seq65,Seq66,Seq67,Seq68,Seq69,Seq70,Seq71,Seq72,Seq73,Seq74,Seq75,Seq76,Seq77,Seq78,Seq79,Seq80,Seq81,Seq82,Seq83,Seq84,Seq85,Seq86,Seq87,Seq88,Seq89,Seq90,Seq91,Seq92,Seq93,Seq94,Seq95,Seq96,Seq97,Seq98,Seq99,Seq100,Seq101,Seq102,Seq103,Seq104,Seq105,Seq106,Seq107,Seq108,Seq109,Seq110,Seq111,Seq112,Seq113,Seq114,Seq115,Seq116,Seq117,Seq118,Seq119,Seq120,Seq121,Seq122,Seq123,Seq124,Seq125,Seq126,Seq127,Seq128,Seq129,Seq130,Seq131,Seq132,Seq133,Seq134,Seq135,Seq136,Seq137,Seq138,Seq139,Seq140,Seq141,Seq142,Seq143,Seq144,Seq145,Seq146,Seq147,Seq148,Seq149,Seq150,Seq151,Seq152,Seq153,Seq154,Seq155,Seq156,Seq157,Seq158,Seq159,Seq160,Seq161,Seq162,Seq163,Seq164,Seq165,Seq166,Seq167,Seq168,Seq169,Seq170,Seq171,Seq172,Seq173,Seq174,Seq175,Seq176,Seq177,Seq178,Seq179,Seq180,Seq181,Seq182,Seq183,Seq184,Seq185,Seq186,Seq187,Seq188,Seq189,Seq190,Seq191,Seq192,Seq193,Seq194,Seq195,Seq196,Seq197,Seq198,Seq199,Seq200
Sample46,99.86527827,60.67513413,130.1746365,126.563753,10.54245437,-7.789285111,50.66851205,25.11582676,31.55264338,153.4789497,64.39473699,-3.6,111.394737,11.5789497,-0.447356618,111.6158268,129.668512,53.91071489,125.0424544,39.26375296,81.6746365,63.17513413,2.965278272,65.24510456,34.7146518,127.6739619,37.62307969,8.662053167,50.89093307,29.90977299,98.01862924,46.31756081,33.30662921,-6.914101544,75.05543493,63.61530732,5.965586478,82.60634538,15.837659,48.3596042,20.07225967,72.87570577,7.470024517,53.55529939,56.53161531,107.8990585,151.2577163,123.2076775,103.3490314,6.681868664,155.9062806,26.72235936,19.13019764,136.3298888,75.22152667,92.10520548,-2.518980208,19.44906443,151.8094344,145.7622248,129.6075307,50.54544723,-22.02393055,47.09949215,56.81580997,50.92511725,40.027508,-14.87692415,27.811914,-1.50588484,15.56977153,77.23897473,70.00181578,83.05838506,-26.59122773,57.75306639,122.3913557,99.52372758,126.0502688,-7.028934772,31.58620183,14.99576279,148.4998314,16.99848994,-18.00818002,85.37990201,118.8628156,33.84063949,13.11345127,-20.3186723,73.24434452,79.30257652,84.75609747,-30.09501982,115.8492965,97.98911719,78.12451216,100.2555503,147.8822994,97.90482634,142.2231972,89.53747672,103.247729,19.15401707,97.05640294,96.35494772,78.14971157,66.54075374,55.12813252,87.71190528,2.192128506,40.16885776,59.44214772,148.2120522,75.07862404,120.0419154,114.8019774,105.5588605,97.01261411,114.463287,73.01092711,80.15558146,117.7972964,73.53611744,86.47208936,49.20525616,144.5356611,24.46334671,85.8883548,71.31072645,85.23050207,153.9477213,116.9624233,68.97464632,132.9844281,66.59180559,69.59681532,106.099493,141.4998739,98.09799248,77.09388276,71.08757812,39.47911136,111.6685147,128.6558199,92.44105808,101.7242598,142.7054552,88.08467377,68.06194462,137.0372963,20.91075684,87.98235386,99.65211444,91.92006524,62.28623243,84.95064177,59.11331853,110.5742876,71.23357341,44.49119999,103.847191,54.80156951,133.3543585,60.00558032,86.05525705,28.50341037,144.5500616,93.69523167,86.93894121,32.58121046,70.12205934,107.5615074,102.299574,9.636277997,114.271638,21.80567235,37.93839904,56.06983579,94.6,-8.871091192,139.3565791,31.18302732,55.60826989,23.03232281,54.75520183,78.47692248,60.69750002,135.3169494,131.8352855,80.55252284,58.16867563,62.58375798,46.29778374,96.41076653,11.22271974,100.5336566,11.04359,98.75253279,54.26049753
Sample47,141.3585714,28.06958162,88.77013184,50.66018868,-7.660277954,116.7087053,142.3671152,53.31493211,145.6521398,54.17872581,58.194681,27.8,93.694681,112.8787258,22.95213984,14.91493211,46.8671152,70.60870529,81.43972205,153.3601887,67.47013184,40.06958162,-5.641428561,103.6371381,61.40532154,1.963165036,82.41071489,48.04802047,99.97513413,60.49211109,53.89900939,7.295889786,108.4828157,14.05985291,33.8270699,81.08453731,2.132328084,56.27051728,20.79918201,-3.481598682,29.02825609,27.92882893,139.4202041,102.8024673,36.57570577,31.440008,18.29546371,14.74216374,131.4802,49.20966515,155.2306529,137.8432577,95.04757438,154.8436986,45.63172634,86.11175404,35.18387841,87.04819638,81.60480506,132.5538016,80.09528312,92.22934677,42.95608947,125.075608,36.28799881,119.7933581,-19.10821824,137.1833651,127.368203,116.1463898,153.2180195,121.4831851,-23.85802069,112.1944939,122.2408201,47.88104819,100.0152679,105.8435679,50.16603619,-31.0172401,69.79382521,48.69931741,111.9993209,97.59391908,91.38319446,99.46722857,9.546101934,124.9198941,-3.711316345,85.85254812,39.81156406,41.56580701,55.61535147,56.86027096,131.600638,109.8365239,126.4679993,98.69513353,139.017995,157.2366512,78.75116841,80.76161212,79.16804672,62.27053562,101.3691413,7.263925137,4.154947716,51.24226855,82.72594624,135.0060384,83.48260184,98.35569229,100.9253646,69.29167292,101.5546702,74.91440873,57.67093983,71.92431401,136.0745809,88.42178937,93.26598734,81.10722202,86.64553977,28.68098619,82.31360607,86.34344346,94.27054164,127.3949432,109.8166898,104.4358227,40.55238215,107.4664079,75.27793893,96.58701353,135.6936694,134.5979435,49.89987212,73.59949109,90.69683547,116.9919398,77.58483781,88.57556296,112.1641479,31.75062481,42.13502525,82.91738028,19.19772038,75.07607554,59.05247519,89.42694828,60.69952324,55.07022801,53.03909005,72.60613634,21.87139339,71.13488726,83.79664355,81.95668743,47.31504363,36.07173645,65.62678978,38.88022709,88.13207147,98.78234558,74.23107173,68.77827182,17.82396739,60.86817961,89.71092929,51.15223689,93.29212253,130.430606,94.36770666,26.2034437,87.4378359,121.8709017,59.60265931,116.4331266,80.36232103,123.49026,95.51696041,35.44243901,134.4667122,63.98979618,28.9117068,95.13245969,58.35207023,-12.92944645,66.68792452,140.5041978,147.6193877,36.23350843,63.84657394,72.85859793,81.86959389,49.17957507,118.8885545,28.49654513,48.40355951,6.209610115
Sample48,81.55172185,-6.136089292,123.865531,-5.143451832,42.93693121,108.1066526,25.46568838,138.9140182,112.2516255,52.77849711,43.19462381,0,57.59462381,34.37849711,84.05162548,55.11401824,-5.734311615,35.0066526,9.336931211,145.0565482,143.365531,71.46391071,85.25172185,47.22900235,139.6957935,88.65213984,136.6980892,99.23369245,16.0590036,-2.525920423,93.3789802,-6.126231924,82.25850851,108.4332694,107.8981211,12.95313644,-4.90160954,74.93396042,28.15992565,31.07636745,65.18336898,102.5810152,126.2693925,55.44858923,-10.48130522,60.37980004,7.231997102,14.07537917,108.7100405,39.73607613,85.55358212,80.66265511,52.96339242,59.85589189,44.94025181,92.31657082,105.7849479,121.345482,131.1982726,126.5434187,31.08101979,131.7111748,32.53398282,21.64954247,108.6579522,16.65931003,97.55371362,92.24126014,70.12204622,8.19616795,97.86372078,123.7247995,107.4794983,88.22791046,111.3701286,105.8062446,151.5363494,50.16053315,87.47888502,119.8914934,16.39844561,125.0998282,74.39572657,98.0862253,32.47140786,24.55135676,80.22615349,32.99587851,125.0606112,144.1204301,126.1754123,26.3256343,125.6711713,77.11209736,84.04848577,107.0804086,59.30793676,49.33114037,99.45008834,122.7648486,88.07548796,152.5820723,93.78466655,104.8833344,97.7781387,67.66914127,106.6564029,35.93998354,-20.58005804,-46.1036639,102.4692229,98.03865847,73.00469782,103.9673952,131.2268037,144.5829759,35.73596327,98.28581632,120.8325848,85.67631776,132.8170631,93.45486818,62.28977937,61.3218423,109.0511018,74.87760198,84.50138608,64.92249666,123.7409755,98.45686372,42.77020162,97.38102885,81.88938438,122.1953065,77.39883269,101.4,98.39884468,41.69540237,131.7897081,69.98179624,104.2717006,113.3594545,129.3450903,84.02864031,145.5101359,38.18960793,105.4670869,108.4426026,78.61618437,31.88786102,133.6576609,98.72561171,78.69174088,53.55607522,76.01864111,41.77946447,69.93857077,69.39598503,70.15173183,55.20583534,78.3583193,111.509207,134.6585215,115.4062852,51.75252026,102.8972485,82.34049126,153.5822696,44.32260414,106.8615152,83.7990228,65.1351465,152.4699056,106.1033191,76.43540558,86.2661834,131.3956706,81.72388484,158.1508436,116.7765639,118.8010627,142.7243565,86.74646163,74.96739402,-10.61283054,110.7058034,9.223311159,51.13970763,126.9550076,90.56922547,33.58237558,86.29447194,44.90552833,69.81555832,72.82457527,90.83259229,89.73962233,127.4456781,36.35077209,95.25491662
Sample49,91.04472492,75.75811759,122.2608308,59.85282896,31.13407996,4.804555427,-0.735769384,5.713084534,58.55109995,83.67826344,5.794565378,65,26.59456538,53.77826344,39.35109995,20.11308453,83.36423062,50.40455543,55.13407996,8.652828955,39.76083081,-7.54188241,98.04472492,16.22069196,-3.913938674,73.34087901,66.98519431,93.01905976,75.24253103,79.85566684,118.3585289,86.95118163,25.83369245,51.20613128,124.6685706,114.8210854,132.163753,21.39665278,45.9198665,131.0334778,17.33757208,41.83223677,86.91756081,-3.606365295,149.9605504,81.61840132,-3.832718138,114.0072877,11.43851554,141.7610629,100.3750281,49.48051037,119.7776092,127.666425,-8.552941858,140.9196097,103.6841809,78.74087304,63.88978753,129.2310258,55.96468928,-0.509120902,76.10969626,130.0212415,54.02561514,46.42291718,-18.98675291,56.49670386,9.573385898,98.44339101,92.30681632,124.2637583,74.41431252,101.258574,78.59663682,107.1285942,149.1545385,74.47456116,99.18875275,127.8972028,1.2,122.4972319,88.88898503,143.8753451,88.65639651,-25.86777715,100.8029065,-5.531471121,99.52917021,110.7849097,61.63582557,105.2819948,113.1234933,80.66039598,103.4927766,36.22070798,115.7442616,109.1635081,80.47851683,63.5893563,28.19609381,80.29879565,33.19752707,94.59235226,91.1833344,82.27053562,85.05401707,9.633838891,-28.68993979,74.2827392,130.8519331,78.41769799,-38.0199107,86.23916133,89.99496751,41.94756034,78.39699144,84.04331152,116.5865704,66.32681719,99.86409989,29.89846584,124.2299615,42.75863254,33.18452381,96.80767938,113.9281425,148.0459558,84.06116098,109.1737991,93.28391044,47.09153463,123.7967106,91.59947644,82.29986979,45.79792748,101.1936857,81.68718001,132.5784454,88.36751604,68.35442575,91.53920759,124.3218941,31.30251711,79.48110809,119.4576978,15.53231654,102.104994,84.77575936,69.74464133,20.21166807,50.77686727,118.9402661,35.30189126,68.461769,104.4199251,50.57638485,67.93117315,109.0843144,71.93583271,76.28575158,86.43409421,106.7808834,7.326141484,79.96989049,84.21215203,38.35294732,70.49229724,85.83022229,40.76674263,113.1018781,64.03564808,52.06807179,132.099168,73.62895523,64.35745162,32.08467505,79.61064308,99.43537297,82.6588817,52.98118595,137.6023021,28.62224638,-7.658965444,89.25868225,45.97520481,34.49061732,111.8049346,11.91817125,46.13034162,51.64145981,134.0515397,27.76059496,100.868639,-1.724314963,121.4817461,21.28683488,71.69096405,57.09414596,15.09639277
Sample50,124.6375759,128.1521983,134.1560281,60.04902847,114.6311663,53.00241231,62.76274088,143.0121303,9.150562879,53.17802463,146.5945057,107.9,80.99450566,74.57802463,128.1505629,114.2121303,14.66274088,102.4024123,109.2311663,54.44902847,97.85602808,25.45219828,127.2375759,52.41220125,134.9761184,123.9293749,32.7720216,75.10411265,117.5257055,67.43686077,23.23764203,59.02811583,19.60835155,56.17842129,-4.861600242,77.88836416,60.2283941,132.0585714,6.078980199,127.9897064,35.89083814,41.98246507,89.96467871,85.43757208,58.60123968,11.85577732,60.30128206,90.93785206,46.76558648,46.38458538,21.19494962,119.4967807,21.99018084,102.9752526,18.75209888,88.82082311,52.28152877,156.6343195,101.779299,118.9165708,116.6462386,101.9684056,39.08317489,-13.40935073,5.290931065,118.4841222,28.27032399,64.34963734,-7.177837564,83.58799881,87.54724531,116.1,117.0463602,133.2864223,-4.879718106,51.34803373,62.86977153,44.68558811,65.69557531,20.19982394,33.99842383,100.0914637,77.07903137,159.8612134,125.6380953,33.3097617,156.3762959,136.53778,2.594295439,84.14592206,37.29273881,109.4348235,154.0722528,122.5051021,-25.3665539,29.15735791,140.1769098,48.39217277,68.20321688,58.71011099,92.11292289,89.61171929,95.70656582,97.69752707,88.78466655,83.26804672,71.64772902,80.52377387,105.5962407,64.66518778,149.9306726,113.7927517,94.85148033,112.8069131,60.15910361,71.30810443,103.9539673,63.69674306,63.4364816,142.373232,91.20704243,73.63796023,90.76603189,101.3913031,79.11381871,81.83362279,151.0507586,116.6652687,70.17719474,79.98657779,110.0934581,63.19787518,104.9998679,36.29947438,90.09673206,124.1916777,136.3843475,88.17477682,81.76300054,80.14905285,95.53296734,81.914777,52.8945142,110.6722108,117.6478979,60.82160638,54.39336623,40.86320707,106.831158,120.0972475,52.96150356,112.6239538,93.08462526,35.54354445,70.90073746,14.65622993,33.31004702,73.66221345,87.81275351,119.161691,92.50904949,134.9548519,82.19912082,83.04187854,49.58314687,112.3229473,119.2613008,18.49822814,94.13374969,44.46788544,62.80065502,24.93207775,77.86217261,45.59095824,40.91845297,111.6446748,104.8696415,118.6933704,115.9158787,125.7371831,39.35730022,115.6762463,97.99403726,64.01068889,41.92621659,41.94063557,6.15396075,122.3662068,73.77738822,88.08751915,25.99661357,55.20468523,49.81174763,34.21781405,117.7228976,82.02701103,44.6301671,16.53237819,87.03365657,88.83401426
Sample51,73.33026966,62.44614862,134.0511194,13.04514402,61.92818823,40.40022173,4.461218113,38.91115496,107.2500139,132.6777805,124.3944446,85.5,53.39444462,33.37778052,56.55001388,64.61115496,40.46121811,121.0002217,33.92818823,148.545144,1.75111941,43.24614862,11.13026966,126.0035243,116.765958,74.51761971,132.258562,40.78884094,39.00851568,40.41764876,19.41630579,44.80455543,9.382469196,43.55012142,0.907589115,9.454951822,53.19229154,154.0196926,27.83724142,43.54502666,116.6431388,55.73167019,105.9107149,103.6803685,5.940728148,67.99189223,10.83396042,-11.13296653,31.69121314,116.7066021,133.9133037,9.711421982,80.00106168,-0.717672143,92.25532596,97.92016171,-6.823058987,103.1257699,156.2667542,78,71.12561296,45.24369859,-7.245637897,21.85770832,-9.846158378,68.14286589,30.72488445,130.5,96.96831457,129.1299295,89.48494529,65.13346174,-7.724422279,-19.48860874,31.14099946,99.46449846,142.7819834,-6.606451426,111.499287,138.2992908,43.59365097,141.0824575,-11.23420083,88.24376373,143.2164377,19.68390669,109.7462549,120.3035654,120.1559204,33.90340055,98.34608566,111.5840542,-16.08261642,-17.55385004,82.57042841,86.99029283,104.705816,37.41706944,15.02412373,78.02704818,24.82591102,111.8207794,114.8117193,68.59879565,-19.61792766,63.16161212,130.9374767,60.1097268,152.878422,145.743621,141.0053813,119.4637595,94.71881136,123.5705914,109.8191534,61.06455002,153.0068331,127.2460536,143.7822615,102.5155058,90.34583487,100.173296,81.79793563,127.9197996,153.2389326,73.55537876,55.76918133,79.28038278,71.1890248,121.5951483,43.59879357,58.7,108.2988064,77.89525073,68.78937045,90.9812022,61.87078199,98.05814519,93.74332652,109.52636,65.80727925,88.08611699,78.26290553,119.0376765,68.91046111,59.08128981,90.3501926,55.51719894,46.38233774,81.74563739,131.8071258,45.96683023,59.22477769,86.88099453,25.93550669,125.4883396,27.13951834,140.2890674,55.03701093,126.5833726,8.028175743,139.2714432,49.21319731,120.7534603,38.39225369,101.7295989,42.76551671,64.60002776,72.23315221,55.16490988,37.69532026,111.7244025,99.3521754,80.27865746,73.60386685,66.42782142,93.75053871,85.67203597,53.89233015,125.1114379,42.82937562,76.24615938,88.16180502,93.57632808,66.78974386,56.70206739,48.41331346,77.62349659,52.23263108,139.740731,90.64781009,36.95388203,86.25896013,39.76305755,44.16618721,132.7683618,42.06959389,59.76989571,92.16927938,41.06775681
Sample52,24.12280111,137.6399643,9.946101259,126.6411728,99.82514352,147.2979821,67.15966121,31.11015771,108.8494526,-1.622469074,64.7943822,59.2,63.1943822,41.57753093,88.24945256,41.51015771,31.05966121,13.39798209,34.12514352,131.7411728,64.34610126,52.23996427,3.322801114,11.99465495,95.15557271,91.20560506,147.0448062,64.97323405,123.4909497,144.8980176,-3.60549434,53.78048454,61.55602808,116.6212129,125.9761184,42.42082665,81.15542201,-5.320008628,130.1946238,-5.900589494,97.89444461,-6.520178875,103.0556368,12.82198987,109.3789802,85.02670888,43.76527827,108.7947918,48.61535392,-2.972930099,52.6300458,-3.775611707,18.21020461,52.18760241,28.55668965,-10.28242543,29.27036549,134.2151708,25.15209888,60.68125792,1.002755943,3.71670068,117.1231995,73.42235936,23.0142867,112.6990874,92.1768668,32.64772946,0.911779275,81.16911937,57.41985203,121.1640787,56.10189992,150.9334153,-3.241276588,98.57792193,26.79110744,34.99837546,-11.20017953,1.795535803,48.38561371,50.17014528,23.94922047,41.02292806,113.0913557,72.55458972,-27.38728453,52.06581696,-2.286022959,58.45727737,156.0957984,132.8296194,-9.741181646,126.8834722,132.9036566,97.01944599,-30.06908629,105.7381319,117.6411715,36.64010227,70.13499295,101.425911,112.3129229,71.09609381,60.87548796,38.55116841,90.02319715,128.4916351,56.35654213,83.61797705,112.6759977,42.93066072,74.882022,110.9301363,87.07505739,107.0168381,104.9555304,76.69118525,98.82385262,53.65358168,105.2804207,131.704417,110.7256172,102.9440669,123.7598109,87.77289327,80.58335721,61.69124513,126.9965987,84.29945873,100.6998654,52.99785811,138.1934755,162.3867555,89.87773549,88.86645192,131.1529407,84.03723716,64.61937581,101.5993906,139.077315,111.9531816,116.1270225,71.39886935,19.66875305,128.036704,50.00275203,95.76692644,22.42925599,78.68976889,77.14849289,116.6054552,138.6606825,45.91420108,68.16603668,95.1162146,130.7647597,54.51169631,44.55704844,62.70083961,105.2430929,120.883831,49.92307625,85.66085046,61.79717516,49.23207147,25.16556012,77.89766149,153.1283956,77.95778208,68.78584029,81.81258918,41.83804741,44.6622333,13.38516484,87.60685972,68.72733533,115.6466087,75.76469674,81.88161583,33.89738222,67.21201184,57.82552036,48.93792318,77.24923542,122.959472,33.36864744,56.17677622,115.2838724,49.58995,44.99502257,124.9991036,37.90220626,70.20434358,28.10552833,79.60577308,4.205090175,67.10349179,123.8009899,111.6975962
Sample53,7.515164769,74.0336407,50.94096994,51.03711186,74.32202993,90.69569172,24.858069,93.80913782,84.24887849,87.97727566,119.9943184,93.6,117.5943184,113.0772757,78.34887849,74.60913782,40.058069,129.0956917,94.42202993,19.03711186,66.94096994,18.8336407,122.5151648,33.78558676,115.0449552,100.4933224,6.930744374,4.3572809,108.2729951,74.37795371,74.97222651,52.35588662,64.12901017,78.39167624,67.64396667,126.685966,68.71776129,78.13944202,88.45109995,155.352829,156.6447249,23.22688561,131.7994105,56.16240071,9.415958802,58.66018868,61.59519548,15.52108541,127.2379657,49.94594427,37.54512999,59.53563221,56.71756081,58.69102605,63.65613853,83.51300899,110.4617483,113.8024673,115.1352768,7.160287311,117.6776092,66.28735257,-15.91037312,135.3845413,113.4722043,135.652724,45.22620755,48.69276152,2.552491684,34.80550299,84.6518995,122.7917844,31.52525975,106.7524269,11.1733859,7.38823593,124.697075,85.4,59.29710673,50.5884898,-18.02575732,38.95445763,7.129225704,86.79863677,104.2627795,148.9217412,18.17560811,107.6244652,31.26839606,19.40748323,80.94180789,108.27145,30.99648835,-34.48299963,90.73306237,90.04474939,27.45213529,91.25529268,130.554293,76.04920651,68.44010227,142.5270482,89.81011099,82.9893563,89.96484858,95.13665118,97.30482634,125.9694352,116.6305379,84.98819339,55.54245963,140.2933936,109.6410511,98.48548705,68.72675541,118.5649091,95.8,133.3320792,63.06119677,107.5874019,100.9107427,98.33126678,70.24902048,43.96404948,72.37639859,94.88611178,65.5932322,34.39780221,137.1998634,78.59945652,85.59662166,72.4913981,55.1838244,91.57393843,86.06177732,126.1473775,102.2307748,61.41200437,60.59110058,114.8680973,90.84302769,105.0159244,62.58681931,64.15574388,47.42272889,38.58780458,128.8510006,49.71234615,101.5718698,111.9295995,44.98556294,48.63978713,103.2922986,51.24312346,47.69228725,47.73981512,128.5857317,74.1300613,109.0728276,79.414054,90.5537634,62.19197833,104.8287209,95.9640128,88.99787537,94.63032954,121.5613959,91.29109458,30.61944549,105.5464681,78.07218155,32.99660463,77.11975583,86.64165329,152.3623148,87.08175801,93.8,152.1170577,77.73294779,88.34768654,62.06129002,87.573774,76.38515398,56.29544519,122.7046626,47.21282093,104.1199347,73.42601798,100.7310849,57.53514913,26.53822421,64.34032342,65.74145981,35.54164623,9.640895304,70.03921946,129.2366309,111.2331416,70.82876349,119.6235081
Sample54,103.0073549,35.02717316,54.33572158,-2.367041841,49.7188451,76.29334888,81.65644028,50.70809452,43.54829123,75.37701453,13.99425306,41.2,42.79425306,93.27701453,6.748291229,104.9080945,-0.543559716,33.79334888,63.3188451,108.9329582,133.6357216,135.6271732,52.50735493,86.87631299,72.03409752,64.0807626,113.6163662,122.2409699,44.35463915,8.15744263,8.749452556,1.330744374,123.8013967,-3.138509014,87.9111118,120.4503463,22.47928414,70.99801764,159.0066413,59.20525179,131.7939479,23.3728301,93.74200089,81.4015642,2.351625484,94.59229154,104.3236704,68.44587104,82.2590036,111.9631789,48.05850851,96.74510456,68.02307969,91.09254687,86.15361934,66.70641047,62.2510337,40.98760241,49.41622985,104.337029,66.85011267,28.65559308,77.25358212,30.04419109,110.1275307,139.403711,-6.727158709,2.335030083,135.9903851,60.43901301,124.9810198,5.716510277,130.7455883,117.6683567,51.18491726,45.79537047,129.9998158,99.89835166,91.49107504,12.17808189,21.15946686,9.335323401,-12.09425631,112.6708187,5.030637934,2.785289914,118.7348617,95.07943906,117.3191066,114.2539474,117.8840436,0.409475845,157.8303235,55.34666462,30.35857619,10.46613378,14.56941174,28.26848321,85.96342007,83.454293,61.64117147,86.82412373,125.5032169,116.1785168,86.25008834,79.11799502,-35.81770065,150.8430627,51.80034536,-2.845793523,-27.59529582,100.4518955,155.8958365,50.73658217,120.2741864,21.40870234,-43.35981813,108.8686761,90.79423507,148.116908,111.1367432,69.55378793,124.6680887,111.8796912,108.48864,37.89497917,104.9987517,25.4,57.09876544,137.4950888,101.0890099,90.98056808,153.4698017,54.05674857,97.24144565,94.32392928,106.8042351,91.28239814,101.4584527,102.1324323,128.0043702,60.77429879,105.7422498,131.1082545,75.0723435,46.83454691,76.69489423,63.75341441,85.91013587,124.9650865,93.2182937,36.66978432,65.21958474,30.76772085,14.71421805,8.259101286,134.702395,120.2441234,67.78430985,67.72297766,126.7601495,39.5958478,62.93009439,54.36291084,49.19431827,40.32433746,85.45298877,79.58029224,96.60626752,86.13093392,40.5543104,70.77641559,39.29726778,44.21688495,25.23528475,35.85248453,52.76850132,93.18335186,66.6970526,73.00961969,15.42106903,91.5314162,61.34067654,140.5488651,65.15599674,-0.737914042,124.2671471,60.57119417,5.374241033,35.07630127,69.07738822,99.77751502,124.9766946,74.27493958,29.27226251,85.66867563,74.764191,135.6588205,133.7525758,54.54546831
Sample55,9.499365631,12.82055671,131.4303521,32.22870847,75.51558658,76.39095175,94.65477378,10.107027,113.9476903,128.6767473,80.39418624,122,15.79418624,46.17674733,111.8476903,107.507027,81.35477378,17.99095175,57.11558658,29.82870847,65.73035215,6.420556712,91.99936563,23.76682662,31.62299154,55.46791636,123.401661,10.32428909,31.73586822,17.13646945,101.8261673,73.30503978,55.67316791,58.63063592,59.17753093,102.4139429,29.03996427,61.55569022,10.86121811,42.55664756,108.7420802,156.6176197,123.4833713,129.839442,77.78594027,38.92297583,10.55065967,-0.230896166,-3.821578709,54.17872581,55.47013184,-9.047245611,42.52670888,22.09211109,33.64907697,117.2977226,4.73816404,51.57051728,88.69489809,92.71142198,0.420204082,118.4213591,51.41500113,132.0012438,129.5802,76.8519818,94.71670068,-15.22553289,76.82539072,-9.130419839,99.2071431,-7.861813831,103.0628149,19.78113375,76.09324599,-6.200746266,-14.80074211,44.59335814,24.78165292,20.96423941,57.2412135,-22.68733021,49.57870159,-23.96059914,74.69485827,88.44516317,75.99040356,44.73066612,127.9660362,30.49659781,30.72243366,29.14362512,83.36025224,86.27239378,78.28012718,143.1835286,55.88267287,14.57763364,21.86848321,107.0552927,66.03813188,112.2170694,94.69217277,86.86350807,96.73114037,107.3951335,96.35555026,82.31245211,44.46589955,87.6159519,97.26266741,116.5061032,26.74631554,91.58335936,88.61728874,108.9481567,94.27601538,94.60091575,35.22290796,96.74204116,24.35836359,129.0719226,69.08276459,94.39093514,86.39647892,100.7994398,41.39986072,139.697784,92.79325085,100.586302,92.37697728,115.6653157,69.15135568,70.93513474,84.4166898,42.39605704,85.27327197,111.5483694,103.8213835,127.9923478,59.26129516,124.2282579,82.39326753,114.0563553,101.2175515,128.8768861,39.33438845,67.79008732,100.8440109,27.99618701,107.8466427,75.29540481,89.34249941,89.58795224,83.13178853,63.37403302,50.01471001,96.55384336,59.69145647,62.32757231,85.16221345,12.09540203,90.82715977,33.55750803,40.68646776,90.71405952,95.34030351,116.3652196,91.78882716,92.91114543,83.43219313,52.35198873,33.87055032,21.28789571,74.80404237,59.01900745,55.43280784,83.84546007,23.75698043,148.0673849,149.5766892,124.3849087,143.7920587,15.59815394,112.1032091,90.00723867,30.51025668,50.91227706,103.2133135,75.51337931,21.8124878,130.6106519,57.00788439,146.1041978,64.79960435,86.09411628,63.88774547,37.38050361,125.8724022,81.36345267
