,Seq1,Seq2,Seq3,Seq4,Seq5,Seq6,Seq7,Seq8,Seq9,Seq10,Seq11,Seq12,Seq13,Seq14,Seq15,Seq16,Seq17,Seq18,Seq19,Seq20,Seq21,Seq22,Seq23,Seq24,Seq25,Seq26,Seq27,Seq28,Seq29,Seq30,Seq31,Seq32,Seq33,Seq34,Seq35,Seq36,Seq37,Seq38,Seq39,Seq40,Seq41,Seq42,Seq43,Seq44,Seq45,Seq46,Seq47,Seq48,Seq49,Seq50,Seq51,Seq52,Seq53,Seq54,Seq55,Seq56,Seq57,Seq58,Seq59,Seq60,Seq61,Seq62,Seq63,Seq64,Seq65,Seq66,Seq67,Seq68,Seq69,Seq70,Seq71,Seq72,Seq73,Seq74,Seq75,Seq76,Seq77,Seq78,Seq79,Seq80,Seq81,Seq82,Seq83,Seq84,Seq85,Seq86,Seq87,Seq88,Seq89,Seq90,Seq91,Seq92,Seq93,Seq94,Seq95,Seq96,Seq97,Seq98,Seq99,Seq100,Seq101,Seq102,Seq103,Seq104,Seq105,Seq106,Seq107,Seq108,Seq109,Seq110,Seq111,Seq112,Seq113,Seq114,Seq115,Seq116,Seq117,Seq118,Seq119,Seq120,Seq121,Seq122,Seq123,Seq124,Seq125,Seq126,Seq127,Seq128,Seq129,Seq130,Seq131,Seq132,Seq133,Seq134,Seq135,Seq136,Seq137,Seq138,Seq139,Seq140,Seq141,Seq142,Seq143,Seq144,Seq145,Seq146,Seq147,Seq148,Seq149,Seq150,Seq151,Seq152,Seq153,Seq154,Seq155,Seq156,Seq157,Seq158,Seq159,Seq160,Seq161,Seq162,Seq163,Seq164,Seq165,Seq166,Seq167,Seq168,Seq169,Seq170,Seq171,Seq172,Seq173,Seq174,Seq175,Seq176,Seq177,Seq178,Seq179,Seq180,Seq181,Seq182,Seq183,Seq184,Seq185,Seq186,Seq187,Seq188,Seq189,Seq190,Seq191,Seq192,Seq193,Seq194,Seq195,Seq196,Seq197,Seq198,Seq199,Seq200
Sample41,67.31471788,41.08442763,77.25384382,51.42296225,34.99177861,64.86028851,30.52848749,42.796371,56.5639344,57.63117296,60.59808185,74.66465617,62.73089089,26.49678092,62.46232103,26.82750592,64.69233015,47.1567882,63.32087443,80.08458308,37.64790827,96.81084402,58.3733842,67.53552257,63.19725277,76.45856828,65.01946246,88.47992854,87.53995959,88.39954853,70.95868816,45.81737108,53.97558978,88.23333654,88.3906035,58.44738264,89.90366573,73.35944438,95.91471001,86.06945386,98.12366695,79.57734011,78.83046398,64.08302896,103.9350253,86.78644282,120.3372714,97.58750049,107.0371194,83.38611699,115.3344822,100.8822033,93.42926869,126.1756662,82.9213835,117.1664079,104.6107265,88.65432587,108.7971925,75.23931253,97.48067154,77.92125494,93.26104773,125.2000345,81.13819951,100.1755266,112.3119991,101.6476001,118.1823121,126.3161172,136.1489971,130.9809329,-18.68809472,-18.15810562,-16.02912018,6.498840693,-1.37424449,99.65160221,116.2763581,112.4,-0.477496102,89.74384525,121.1639988,130.7829386,117.700638,111.0170694,112.7322048,114.4460151,9.258470521,14.56954026,22.2791928,114.8873956,131.7941153,-4.200682592,104.0029665,138.5050261,-7.094541355,-0.195774569,3.901286609,5.196601125,23.29012668,24.58181968,-3.728364782,5.559526978,10.04544723,38.52934677,10.61117483,20.6908791,14.76840558,14.84369859,29.31670068,29.78735257,11.05559308,8.721359076,36.78458538,46.44520472,16.10314763,12.15834237,21.81071489,27.46018868,32.30668473,37.95012142,43.19041444,28.82747668,46.46121811,36.49154575,17.31836349,53.341572,42.16106864,26.57674733,42.18849843,42.19620862,31.39976077,38.19903382,35.39390267,26.18423798,26.16990613,63.75076899,59.32668385,50.89750324,59.6630748,47.62324112,34.37783965,45.92670248,43.46965626,63.80652203,41.33711507,42.86124481,53.97871466,73.48932188,49.39285751,71.6891062,57.17784614,45.05884899,49.73187976,39.99669678,54.65305162,73.70068913,49.13934736,61.36875763,54.38864455,74.59872613,49.19871384,48.5883128,62.36722192,44.93513417,67.0917368,74.83671168,84.16973568,65.49048105,61.19861593,86.89380487,72.17570942,82.64398879,65.49830056,54.7383015,53.16364838,85.57399887,64.36901255,63.94835193,64.31168352,91.85867898,82.58901629,68.10238101,59.19846746,63.47698006,64.53763459,82.78015947,59.80429706,63.60980486,82.59645682,59.1640444,61.71237775,83.84128675,89.95062189,66.44025518,64.51008085,61.36001599,93.790001,74.6
Sample42,41.95610524,66.12696257,72.29753696,65.66782434,44.83782056,65.60752138,55.67692248,83.94601947,49.11480786,59.28328308,59.05144047,83.81927527,88.38678266,31.15395767,47.82079528,78.48729034,67.05343761,43.41923175,92.98466729,60.24973868,59.61444022,64.57876612,84.84271046,88.60626721,74.6694302,100.9321931,87.49454958,79.65649299,44.01801665,80.37911373,92.83977722,87,76.35977476,59.21909406,109.5779503,73.23633563,78.69424217,77.25166175,85.00858608,70.16500665,106.5209148,95.47630158,95.13115797,85.38547465,86.53924213,84.49245067,74.44509033,85.89715093,88.84862205,101.399493,93.84975295,98.99939064,109.9483947,83.59675328,98.24445453,79.3914861,126.5378354,107.7834896,89.52843539,87.6726593,112.2161474,71.05888555,131.0008591,123.8420531,117.1824523,114.1220409,114.9608029,98.2987216,141.0357801,123.4719611,138.1072466,90.44161828,8.875057392,89.50754459,6.339060036,4.869583365,-22.60090634,3.92756943,139.0549886,123.8813285,11.10656582,100.5306766,-9.846363763,117.6754194,106.9960001,11.31535147,127.5334461,107.6502556,8.865750919,18.17990201,-6.107321951,112.1040473,-12.68602296,103.1224337,12.3293825,4.43478787,19.33861302,5.040820081,23.14137004,0.840222701,7.737336625,-0.167330897,33.5261761,2.417812232,34.10753067,15.39528312,4.681019792,25.56468928,12.04623858,32.92561296,24.60275594,9.477609242,11.15011267,30.02020408,25.68781931,30.55289207,46.21535392,27.07513413,43.53215963,40.78635494,16.43764203,38.48594027,18.53116633,32.57323405,51.01205438,29.44753525,30.67958144,19.90809452,32.3329727,42.35411069,54.37139963,39.18472693,25.59397612,47.19902677,55.5997543,59.19602987,53.18772024,31.1746876,46.35678943,40.73387837,47.90580204,47.47240291,39.03351811,60.18897931,34.53861256,39.6822381,72.41967027,46.35071729,51.87518116,44.59285751,58.90353544,56.00699744,65.50301921,44.9913696,42.47181049,52.3440967,79.80797595,52.0631888,67.10946862,51.7465416,61.97412675,60.99193601,65.59967427,48.99703955,62.38372313,75.3594098,57.92377805,75.67650045,74.61724394,62.34567031,62.46143662,75.76419576,51.85359708,61.52928701,64.39090984,61.63810854,60.07052559,56.08780399,52.08958826,68.47552551,62.44526663,90.79846746,68.73479008,67.85390412,80.9554881,64.03923078,94.30483258,78.15200698,87.98048188,65.790001,90.38032517,79.75123365,61.90252532,78.03401981,74.14555858,68.23700579,77.10824917,95.15920066,61.18979698,84
Sample43,24.79289216,65.16487784,23.13659107,64.30802791,64.47918435,38.45005629,79.62063958,58.49092997,35.36092313,83.33061464,49.1,74.36907463,65.03783385,52.20627288,49.17438686,63.54217082,57.30961969,32.87672833,63.84349143,55.60990364,75.07595947,71.34165329,80.70697941,43.87193198,90.23650505,54.20069252,56.06448819,82.72788572,65.69087861,84.15346027,80.61562392,88.87736266,44.93866943,76.79953704,85.8599581,88.81992509,59.17943032,81.83846592,76.39702384,80.15509586,77.01267357,90.06974838,62.52631149,76.3823539,86.4378664,75.49283959,83.34726382,65.30112924,65.05442575,90.60714302,61.75927048,108.0107973,96.86171237,109.1120044,99.76166166,103.3106723,85.45902413,83.70670462,74.15370095,110.4,128.2455883,79.39045206,85.13457712,104.977949,89.52055276,97.16237321,102.5033947,121.1436011,121.7829759,92.62150239,144.059163,97.29594007,95.83181521,99.16676967,98.90078417,10.03383889,123.4659135,8.696987067,-20.37296186,-0.643955371,110.0839839,113.7108325,114.3365665,6.261161388,15.18459164,8.106831231,100.3278533,125.2476303,18.46613378,10.98333449,132.3992024,119.7137064,108.2268147,24.63849434,8.748711571,-1.142568506,104.2646182,119.9702346,22.37424268,9.676603009,31.77727507,1.476217074,9.173385898,19.66873708,27.36222475,19.05380158,16.34341874,8.831025831,8.916570819,28.6,17.08125792,24.76028731,28.03702903,22.11142198,28.58340305,43.05290702,40.3198665,25.18421184,13.24587104,34.10476968,26.96083081,24.21397487,38.66411956,20.71117978,18.35506752,45.19569172,24.83295816,22.86676939,38.09702456,30.1236193,25.34644564,58.96539181,39.78034215,43.39117695,56.99777231,42.2,46.19772731,44.99081686,66.57912652,43.36250915,63.74081252,67.7138791,51.68154591,59.24364434,58.8,36.75043253,33.49475544,45.03277595,58.56429482,53.6891062,52.40699744,50.71774901,68.62113428,62.51691945,72.4048634,69.08471762,69.75622606,62.81912512,71.07314359,64.91800259,81.95341562,68.57908854,66.7947197,78.6,67.99461304,53.37823532,57.15053648,84.11117959,81.45982149,61.59611321,52.51970043,61.03022404,54.32732075,80.01062374,67.67976349,87.73436854,70.57406647,70.99848487,72.20725241,63,77.376362,63.73597753,87.67849177,58.80355744,81.51083616,94.6,82.07073296,85.12273249,78.15571099,83.56939731,80.96353821,87.13789976,60.09226866,75.42645351,64.34028595,86.83362168,72.50634137,84.5583514,64.98958446,90.6
Sample44,75.22506266,14.39815726,46.67098973,76.94355629,69.41585307,41.58787612,46.25962143,67.23108489,62.60226234,31.77314952,51.34374208,59.4140356,66.38402556,52.05370736,65.9230763,45.6921276,78.26085636,61.6292576,72.69732622,90.06505705,80.53244477,66.99948398,52.76616915,49.33249466,92.09845475,86.16404354,65.82925504,79.1940831,76.65852149,57.1225638,75.08620351,103.6494339,80.41224827,84.57463955,86.03660064,49.69812428,85.65920302,68.51982926,79.17999523,81.63969297,91.29891436,76.35765107,80.91589461,59.77363626,106.0308671,103.8875781,89.04375988,113.7994029,97.15449738,103.6090333,110.6630005,78.2163885,66.36918649,106.2213835,103.4729683,99.72392928,103.9742547,97.6239324,82.47294997,87.0212947,115.7689535,78.11591308,104.0621596,106.2076791,122.7524572,123.1964789,90.53972919,110.9821924,97.92385262,141.0646934,101.5046978,-11.75615131,89.68212821,113.4195181,85.55599976,120.0915538,117.0261605,103.1597996,102.1924501,117.5240907,106.3546992,-4.415747055,132.3127286,127.6401023,-13.63365084,20.49144393,7.415360441,-16.06192819,-13.14044964,114.2797676,-2.501305806,106.5162999,-3.46744628,18.24742349,22.36087622,2.472877895,15.78339344,8.692386723,2.799820467,9.705656253,25.40985446,25.51237421,14.81317335,-1.087791632,17.00943438,31.90480506,9.198272567,17.68978753,18.17929897,23.46675421,26.35209888,9.635276776,14.91622985,12.19489809,23.47121951,44.74512999,24.81656328,11.68545086,26.95172185,35.41530299,15.07611845,25.5340898,43.18913591,48.04117279,18.09011355,23.73586822,37.77834372,47.41744363,55.05306817,28.68511401,55.91347414,48.73803777,56.75869014,44.3753124,34.38778148,47.99596988,30.79974555,61.19897173,39.19350677,55.98320395,42.76791134,69.94747158,57.92172173,61.09049309,32.65361101,48.21089468,49.36215701,58.10720436,44.04583646,75.97784614,39.10301921,46.62113428,75.73196257,78.83526781,54.73080606,61.41832559,80.49756677,63.96826196,68.63013548,60.8829035,81.12627406,65.75994705,68.78361429,70.19695954,66.7996587,71.39137995,55.97178394,54.1405241,51.89724696,55.64159256,82.97319491,79.89168253,76.79667907,56.48780399,65.36467338,82.22690079,59.47409819,81.50587702,55.9218493,71.52162884,60.30483258,70.67108187,92.620004,94.55123365,81.26441447,89.95920066,82.63525864,57.69226866,96.72992646,94.54794489,59.94605554,80.12401024,95.08158252,85.61856904,67.33479081,89.43009434,83.10435264,77.15746605,69.98936291,85.2
Sample45,31.752601,20.22678484,64.10071676,64.27439308,70.94781009,54.92096399,61.1938509,66.16646688,29.0388079,34.91086987,67.08264859,54.5541398,78.32533915,64.69624221,81.06684444,60.33714122,56.80712785,61.47679952,63.54615131,68.91517823,49.58387516,74.15223689,55.52025809,63.18793333,36.55525705,71.22222359,76.08882716,70.85506185,73.32092162,72.5864003,67.95149158,72.61618904,80.68048609,46.444376,76.3078519,90.47090677,68.53353343,70.39572452,93.45747255,76.41876983,64.77960851,83.93998055,81.09987775,107.0592917,105.2182138,83.97663518,83.83454691,114.4919398,80.44880425,96.40513074,75.16090933,65.31612987,89.27078199,111.4248551,100.1783382,97.93122015,112.1834896,92.63513474,115.2861436,116.2365038,92.28620284,133.8352276,114.3835649,86.33120116,100.2781223,124.724314,102.8697616,97.41444996,110.3583636,94.10148659,118.1438026,96.68529491,92.42594624,-19.5342611,134.0046547,-1.257324939,-18.72021931,88.3159519,-10.84883159,104.6854094,129.6186534,-8.449121592,-19.51793826,109.1121801,131.6412094,-0.730874885,-2.204098292,-2.878486941,11.64593224,2.569131514,130.7910823,27.21175527,27.73112004,12.64914539,-3.63420083,20.48104819,2.994858273,-0.492805846,2.818019481,31.32729675,18.23498729,35.94105118,15.64544723,34.14813294,22.24906443,11.54819638,22.44548203,23.34087304,27.0343195,31.12576985,10.81517081,27.7024673,20.58760241,40.27051728,40.75115107,27.62944085,38.90532154,14.17872581,39.04958401,35.91782404,35.98337132,27.24614862,49.70607601,55.76307074,24.61704711,19.06791636,35.51558658,48.75996255,52.00094563,42.43843363,56.87232066,33.30249699,57.32884891,34.15125856,27.76960379,46.58375802,30.99359001,66.99896374,54.99973822,54.59576731,67.38689954,41.77297791,54.15383969,63.72931627,59.69923292,50.0634086,58.02165576,53.57378017,47.91958067,45.45884899,53.3913696,48.11691945,67.23526781,67.14617613,47.44939783,53.34467815,75.23175403,57.11035399,65.78019799,46.84099738,47.09245487,46.13426444,46.36611143,54.58767253,84.39861593,55.39860142,69.18728058,53.3642971,68.32928701,52.08187913,80.6216955,63.54835193,64.86145859,86.56062075,69.84543955,61.11551292,60.37043652,89.60980486,55.63321248,73.24025518,93.23053145,56.00364386,73.15920066,93.89681735,77.81611839,80.11673888,67.99832639,57.4605427,79.30306564,59.52559082,81.72783342,74.70952988,71.2704395,86.21034598,59.92905879,82.02641448,94.10227771,76.95654227,86.18913172,87.8
Sample46,77.27549167,44.65074489,45.02575622,57.80052213,39.87503904,43.94930329,56.92331116,56.39705885,55.37054248,34.2437581,56.8167017,80.38936915,68.06175627,30.93385879,49.10567235,80.1771925,35.04841471,61.61933433,75.98994665,93.76024685,46.93022999,75.59989107,87.06922494,36.63822637,66.40689,83.07521039,64.44318195,88.61079898,66.67805566,98.24494605,89.61146407,91.37760351,103.943358,65.10872115,64.47368624,49.03824651,92.90239505,108.7661248,109.7294284,91.89229861,112.8547278,111.4167081,91.3782317,103.2392905,62.49987608,96.85998005,99.71959368,62.17870805,72.83731406,95.29540237,78.75296341,105.3099874,104.6664643,87.22238384,100.0777355,99.53250847,108.9866917,74.9402739,95.0932434,102.6455883,92.1972964,97.94835516,111.7987517,97.44847296,112.7975053,103.8458349,90.39344745,124.6403284,112.5864628,100.0318351,95.77642956,101.82023,-19.73678043,-25.99461873,98.74669744,120.08715,113.3267203,135.9653892,112.4031371,12.43994382,6.975788468,122.4106497,123.4445055,104.2773333,-3.690890352,131.3398107,4.169411742,14.29788734,22.02521133,20.95135676,9.476295852,9.2,-7.077560278,29.04358463,16.36340341,31.28186376,22.59893239,-3.685425056,11.628756,15.741439,24.25258624,5.162158775,30.87011643,21.37641772,24.28101979,24.78387841,22.48494785,10.18418091,36.28152877,38.77694101,25.27036549,44.9617483,16.6510337,16.33816404,48.02307969,25.30571895,30.18601798,49.46391071,31.13932873,19.21220125,37.28245494,41.75001388,16.61479943,28.27673013,46.33572158,37.19168631,34.8445337,33.29416981,43.74049727,58.58341511,34.22281869,36.25859947,56.2906449,59.51883827,63.1430585,31.96318002,58.7790726,38.7906011,54.79762537,67.6,68.39757416,37.99019139,32.77768938,71.15989978,58.73664798,53.50775292,52.67302682,39.83227501,58.58529571,64.53187976,40.87181049,46.0048634,64.33080606,77.84939783,57.36038969,81.66352409,44.75853472,71.44514641,57.32307498,65.59202711,56.65170028,58.90178271,67.94195335,69.37188186,77.19122875,57.79964539,49.99677429,75.38224923,62.75569563,74.51673087,69.06496474,78,62.12143295,93.02885416,63.5218493,88,92.86288493,64.91008085,64.54116393,85.35571099,65.75330103,70.93351674,70.89594612,89.24018425,85.9658351,66.27251333,77.35984629,89.62747591,76.27506071,74.90227771,75.50882438,78.09442047,91.45880985,86.40176215,78.12307431,89.42257201,68.70011086,82.35557748,87.58889026,62.4
Sample47,60.69371943,37.57002194,40.14609243,45.92192753,62.19752378,27.77287767,40.34798561,55.42284396,69.197449,73.47179691,49.44588384,48.11970582,76.79325884,60.36653877,60.73954144,59.11226255,51.28469775,79.65684258,71.22869249,41.40024285,64.57148891,84.24242585,78.01304871,76.58335247,70.45333198,82.22298197,61.49229708,55.16127183,80.52990061,65.89817769,60.46609722,48.63365323,81.80083961,107.9676501,86.43407834,69.00011779,85.46576177,69.63100346,76.29583588,82.1602519,81.72424421,92.48780533,89.85092763,107.2136033,110.5758243,72.53758244,91.59886935,102.2596764,106.4199949,70.77981576,94.53912977,101.4979275,64.85619921,82.31393506,104.8711249,80.9277582,95.2838244,111.3393125,113.4942114,105.5485094,94.5021948,109.8552555,114.2076791,107.3594529,105.9105638,128.9609983,107.0107427,122.859783,139.9081044,-9.844307714,-19.6974688,-27.55139453,108.7938989,98.13839503,108.6820767,121.9249264,8.766926087,135.1080573,13.44830098,-14.81236247,-2.673953198,111.5635081,123.7,6.535500646,15.06998741,125.703437,23.73582557,97.96712835,110.89732,102.6263742,-12.14573578,2.780962103,-9.093560754,-0.169333883,-3.646387734,18.87524629,22.5955358,-4.085552616,-3.568053446,31.74799773,17.86256418,15.97560798,8.887089984,5.39696974,35.90520548,6.011754037,24.51657082,39.01960973,35.92082311,36.82016171,8.117574566,26.61300899,43.50641047,36.39772259,10.486887,11.77384327,17.85852886,39.14087901,40.02082665,17.29830232,35.37323405,39.04554729,36.71516477,53.1820064,55.64598917,32.907027,30.56503065,29.01990756,54.27156173,42.31989357,24.76479975,38.80617307,58.84390229,54.87787194,32.50796219,64.53404864,34.55600219,54.97368877,40.18696921,37.79569905,40.19972826,62.99890111,70.99305589,48.18202474,50.16563339,68.94370093,65.7160396,53.68245454,60.84274352,50.39669678,44.7440967,74.68471762,74.61832559,44.94467815,79.26352409,44.77460326,48.67764634,72.1723747,80.45850018,82.73572501,50.60374162,71.26223259,60.31087059,72.54931839,76.77722881,77.7942449,86.8,72.19411797,74.77621344,74.94589218,56.30275149,82.84638076,85.776362,65.49227064,82.39367628,82.08014366,81.35123365,73.0065045,56.24551303,96.66781611,81.87297213,59.8605427,78.23009434,77.38120036,78.9134428,67.22641448,69.91972101,98.992983,92.44583812,65.07794331,77.68897685,66.27864045,76.04666118,71.39279338,69.11682035,74.81855593,75.69784586,97.35456891,86.98863783,77.8
Sample48,32.40726928,50.18460078,16.66170999,78.23859365,62.31524845,25.99167104,52.56785795,36.34380569,59.51951068,72.79496926,43.37017773,58.34513229,50.91982906,64.1942641,65.36843338,67.44233278,54.91595812,54.18930512,51.9623694,80.1351465,78.80763188,60.17982088,71.85170876,61.62329068,77.49456168,90.86551671,66.93615061,63.5064581,93.67643379,58.14607219,82.41536765,95.78431443,89.65290666,83.02113833,107.1890033,67.95649526,65.42360782,103.2903344,88.1566683,90.22260263,80.78813036,98.25324431,109.7179371,73.28220123,73.54602896,94.20941241,85.5723435,59.53481396,113.8968153,99.2583389,92.41937581,89.77991695,112.839953,74.09947438,99.55847131,80.91693375,90.17485141,126.1322137,94.98900991,114.8452288,119.7008591,108.9558891,88.81030678,104.2640999,93.91725581,101.5697616,107.121604,127.2727692,117.8232434,98.17301216,-5.377939387,1.970373621,96.21793558,126.8647304,120.9107417,90.65595252,105.6003454,100.5439023,134.3866051,106.0284345,1.269371297,-8.590604744,0.348485769,-0.31337842,13.4237808,3.959940906,124.5950787,-10.17082979,12.76219088,-7.905884697,18.62491732,122.45457,21.68304548,13.01031515,21.13634943,-0.73888217,22.98458888,13.50673011,4.027507999,8.546887964,3.464834275,10.78131004,29.29627716,23.00969626,34.72152667,6.831726337,21.34025181,15.04705814,28.75209888,34.05532596,32.95668965,19.45613853,17.55361934,44.44907697,46.94245437,38.23369245,33.52273004,16.00950373,28.49394786,30.57599436,39.05557271,45.53260978,35.20702976,48.87875402,51.34770101,39.81378616,59.87692168,29.93701651,33.59397612,57.24770241,45.2980935,35.34504366,64.18844305,27.02817763,57.86412893,59.4961739,61.1241847,44.74802852,30.36756737,37.18265786,37.59315101,69.19889198,53.59971989,57.59546757,58.3859613,43.57102058,65.95045788,60.72407837,65.49167968,63.85305162,75.80797595,78.15622606,76.89756677,77.23175403,50.75853472,76.67764634,55.38881682,83.29176429,73.58619689,68.27181256,79.34829891,66.41533306,65.87258159,78.51970043,69.9563349,69.38211971,82.39667907,73.39962687,81.99056688,92.16909308,73.53479008,87.28723356,90.2259909,66.75062189,94.46067954,82.15571099,57.43525864,96.6988613,70.34605554,57.97637719,91.58936291,74.78455192,97.56148791,62.31972101,91.45880985,59.77832378,73.67784511,62.75697143,97.01531796,70.45251989,68.66823473,99.26214454,91.83395818,67.58341331,76.51027836,66.61435424,69.09547588,80.3535135,70.78837366,62
Sample49,35.7161265,36.29446648,59.37259372,69.25050511,34.92819748,43.90566759,41.98291213,32.55992775,23.53671101,47.91325842,66.7895664,51.86563131,76.74144945,61.61701702,53.79233015,44.06738491,40.54217726,66.1167031,68.49095824,65.66493839,59.03863919,66.81205617,68.48518477,63.15802035,78.03055815,60.50279332,65.4747209,76.84633582,76.31763291,86.18860688,58.65925233,73.62956372,87.89953542,74.76916166,71.73843652,55.80735397,74.77590784,76.64409183,100.5118995,52.47932415,105.1463591,86.21299746,75.8792321,74.84505579,95.51046111,77.87544049,107.0399861,83.1040901,76.86774423,73.73094017,78.69366938,121.4559231,101.6176923,102.5789679,70.13974033,82.4,96.15973698,108.3189411,71.57760198,122.7357089,136.0932508,86.05021664,87.50659471,81.96237321,110.21754,91.17208255,109.8259881,105.0792434,126.4318351,-23.61625086,85.83497134,97.28548705,119.8352812,106.6843383,110.9326424,111.7801772,89.12692587,125.7728711,106.317995,5.862279397,110.2057054,12.94825351,121.9899039,112.5306359,20.57042841,16.30925961,-6.752892956,25.38394757,14.31975733,-4.745488236,4.188185529,20.32075251,138.9521858,117.8824575,113.6115391,2.439400858,12.56601239,15.49134213,28.81535757,29.3380251,18.25931003,1.979176518,22.09758754,25.81450482,31.9298888,18.04369859,29.35589189,17.46642496,22.37525256,32.88232786,28.58760241,36.69102605,34.39254687,22.09211109,31.78966301,24.28514495,31.57849711,48.86965755,13.75856205,37.84514402,25.12933442,37.61106164,43.6902514,56.96682662,28.64070731,49.11181046,55.18004987,58.44533606,34.50757611,50.16667347,42.22252789,49.07503519,63.12408711,57.56957114,32.01137034,46.44936316,65.28342322,39.71341909,62.93921415,66.96066631,33.37762777,42.98994484,56.19745767,39.4,71.39739889,40.18947449,64.17603975,64.95690013,73.33185336,42.50068913,66.0631888,57.61912512,58.36826196,77.51035399,70.24514641,58.9723747,82.89176429,79.20303038,75.10587764,72.6,54.88508048,50.76079097,81.02679212,56.48273326,70.72825227,87.76297566,77.98651856,76.19848487,72.79846746,72.5860484,80.36079938,63.72228214,92.27004907,73.60364386,81.32260236,67.02645351,87.11472042,63.18692164,79.64257247,87.2811866,91.30227771,61.30536136,64.88995696,86.85558989,77.20179376,76.72811276,80.23410413,61.71934066,85.18341331,84.22593371,94.04653681,98.24488335,78.82066229,66.97359313,65.50342803,72.80995378,90.89299346,93.75240792,68.58809692,98.6
Sample50,37.2202766,52.89960435,18.27872876,32.95764684,35.83635555,63.41485179,42.29313241,56.17119417,57.54903379,73.32664792,73.90403313,81.68118595,64.85810281,51.83478008,55.21121405,63.98740095,70.16333692,84.73901801,79.71444022,88.68959943,65.96449145,66.53911201,58.21345674,46.38752118,56.66130077,86.83479086,88.70798668,64.68088339,67.75347601,77.02575947,57.69772859,109.5693781,92.94070249,52.11169631,69.98235386,84.25266935,87.52263686,88.79225033,77.16150356,84.8303902,88.19890378,55.06703764,83.234785,67.80213889,93.16909219,95.43563761,98.50176769,95.36747477,100.732751,94.09758844,67.36197879,110.1259136,109.0893844,128.8523821,100.8148979,116.3769223,96.03844583,83.39945873,72.65995097,82.81991226,110.179332,101.9381995,116.5965035,89.45423273,95.31137537,108.1679194,104.5238526,119.3791622,-23.4661648,87.98785821,100.5412175,121.4938989,106.445888,131.8971698,4.64772902,104.1975498,106.7466159,119.1949107,117.8424171,4.589117186,94.83499295,132.1800256,-12.17580409,110.067484,17.30986936,19.451331,-9.608152802,14.13139558,106.7699531,16.40749598,119.8439997,-4.92056094,-6.386212085,22.9470194,21.07910575,12.81001834,17.73972758,3.068202962,3.995412941,22.52132495,14.64590535,9.569119367,33.69093106,33.81130329,4.330197642,6.047574383,33.36339242,30.67760924,20.79018084,15.30106168,35.41020461,15.91756081,20.82307969,46.92670888,50.6283941,13.52807908,40.42570551,18.12121292,18.61453861,44.30561753,17.5943822,26.8807626,31.36468605,53.0460771,56.72485741,39.20094563,59.67425724,51.34470445,52.61219603,37.07663715,32.33792926,54.79596988,60.45065245,57.30186617,50.14949577,41.79342134,49.03351811,63.06965626,46.7017007,43.1295108,58.35294021,44.37183657,52.78604127,50.3953892,41.19970846,53.99882007,40.39253773,69.58066748,63.1630074,56.73934736,70.70946862,77.87314359,57.03013548,68.98019799,45.72307498,82.45850018,55.18619689,69.10587764,79.01724394,80.51998603,52.4137826,69.09830056,86.97319491,64.43810854,67.09267211,81.73650406,72.76921053,78.1903855,85.1996109,65.39645682,77.58048188,68.15123365,61.10824917,77.65105562,72.57917119,61.89210592,85.18936291,97.6704395,87.33482877,70.18202109,63.01150589,92.62277365,63.01531796,92.58863783,100.5422401,82.47564196,68.38837366,80.67998127,80.95002945,98.79810431,79.42381628,90.02680285,65.80673131,76.76330129,63.69624714,78.20534015,84.29039042,66.7512485,90.38780669,102
